id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	ENSG00000164692		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.97	0.0	1.0	1.0	1.0	0.0	0.0	0.97	0.06	1.0	1.0	0.97	0.0	0.0	0.88	0.223	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.88	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	ENSG00000134871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.739	0.0	0.0	0.504	0.0	0.06	0.06	0.051	0.0	0.0	0.03	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0FBFA176B	COL11A1_a2b1 complex	simple:P12107	complex:a2b1 complex	ENSG00000060718		True	False	False	curated	True	1.0	1.0	0.859	0.0	0.0	0.534	0.0	1.0	1.0	0.889	0.0	0.0	0.534	0.0	1.0	1.0	0.859	0.0	0.0	0.564	0.0	1.0	1.0	0.88	0.0	0.0	0.525	0.0	1.0	1.0	0.859	0.0	0.0	0.546	0.0	1.0	1.0	0.859	0.0	0.0	0.525	0.0	1.0	1.0	0.628	0.0	0.0	0.18	0.0
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	ENSG00000142156		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.79	0.0	1.0	1.0	0.97	0.0	0.0	0.91	0.0	0.88	1.0	0.679	0.0	0.0	0.364	0.0	1.0	1.0	1.0	0.0	0.0	0.858	0.0	1.0	1.0	0.949	0.0	0.0	0.667	0.0	0.91	0.97	0.598	0.0	0.0	0.291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	ENSG00000142173		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	ENSG00000163359		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.94	0.0	1.0	1.0	1.0	0.0	0.0	0.97	0.0	1.0	1.0	0.97	0.0	0.0	0.85	0.141	1.0	1.0	0.94	0.0	0.0	0.645	0.0	1.0	1.0	1.0	0.0	0.0	0.85	0.09	1.0	1.0	1.0	0.0	0.0	0.94	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	ENSG00000112280		True	False	False	curated	True	1.0	1.0	0.859	0.0	0.0	0.534	0.0	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.829	0.0	0.0	0.423	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.859	0.0	0.0	0.525	0.0	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.859	0.0	0.0	0.534	0.0
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	ENSG00000130635		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.79	0.0	1.0	1.0	0.97	0.0	0.0	0.79	0.0	1.0	1.0	0.91	0.0	0.0	0.739	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.79	0.0	1.0	1.0	1.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	ENSG00000171812		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	ENSG00000080573		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.415	0.141	0.0	0.0	0.0	0.0
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	ENSG00000144810		True	False	False	curated	True	1.0	1.0	0.949	0.0	0.0	0.679	0.0	1.0	1.0	0.97	0.0	0.0	0.76	0.0	1.0	1.0	0.88	0.0	0.0	0.717	0.03	1.0	1.0	0.97	0.0	0.0	0.688	0.0	1.0	1.0	0.91	0.0	0.0	0.717	0.0	1.0	1.0	0.949	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	ENSG00000204291		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.82	0.0	1.0	1.0	0.97	0.0	0.0	0.85	0.0	1.0	1.0	0.97	0.0	0.0	0.82	0.03	0.837	0.979	0.607	0.0	0.0	0.261	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	ENSG00000182871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	ENSG00000081052		True	False	False	curated	True	1.0	1.0	0.889	0.0	0.0	0.483	0.0	1.0	1.0	0.919	0.0	0.0	0.627	0.0	1.0	1.0	0.919	0.0	0.0	0.615	0.0	0.132	0.748	0.273	0.0	0.0	0.0	0.0	1.0	1.0	0.769	0.0	0.0	0.432	0.0	1.0	1.0	0.97	0.0	0.0	0.645	0.0	1.0	1.0	0.829	0.0	0.0	0.384	0.0
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	ENSG00000169031		True	False	False	curated	True	1.0	1.0	0.859	0.0	0.0	0.372	0.0	1.0	1.0	0.859	0.0	0.0	0.543	0.0	1.0	1.0	0.919	0.0	0.0	0.697	0.0	1.0	1.0	0.778	0.0	0.0	0.484	0.0	1.0	1.0	0.919	0.0	0.0	0.658	0.0	1.0	1.0	0.889	0.0	0.0	0.597	0.0	1.0	1.0	0.97	0.0	0.0	0.717	0.0
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	ENSG00000114270		True	False	False	curated	True	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.919	0.0	0.0	0.504	0.0	1.0	1.0	0.97	0.0	0.0	0.615	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	0.0	0.0	0.627	0.0	1.0	1.0	0.97	0.0	0.0	0.564	0.0	0.918	1.0	0.457	0.0	0.0	0.06	0.0
CPI-SC03C093767	COL10A1_a2b1 complex	simple:Q03692	complex:a2b1 complex	ENSG00000123500		True	False	False	curated	True	1.0	1.0	0.889	0.0	0.0	0.504	0.0	1.0	1.0	0.949	0.0	0.0	0.555	0.0	1.0	1.0	0.829	0.0	0.0	0.474	0.0	1.0	1.0	0.859	0.0	0.0	0.555	0.0	1.0	1.0	0.88	0.0	0.0	0.555	0.0	1.0	1.0	0.889	0.0	0.0	0.534	0.0	1.0	1.0	0.547	0.0	0.0	0.06	0.0
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	ENSG00000187955		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.081	0.547	0.222	0.0	0.0	0.0	0.0
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	ENSG00000084636		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.829	0.0	0.0	0.402	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.103	0.111	0.0	0.0	0.0	0.0
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	ENSG00000197565		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.859	0.0	0.0	0.483	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC01F1F24AA	COL9A3_a2b1 complex	simple:Q14050	complex:a2b1 complex	ENSG00000092758		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	0.94	1.0	0.487	0.0	0.0	0.09	0.0	1.0	1.0	1.0	0.0	0.0	0.739	0.0	1.0	1.0	1.0	0.0	0.0	0.97	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.91	0.0	1.0	1.0	0.91	0.0	0.0	0.615	0.0	1.0	1.0	0.97	0.0	0.0	0.88	0.0
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	ENSG00000215018		True	False	False	curated	True	1.0	1.0	0.889	0.0	0.0	0.504	0.0	1.0	1.0	0.919	0.0	0.0	0.564	0.0	1.0	1.0	0.889	0.0	0.0	0.568	0.0	1.0	1.0	0.799	0.0	0.0	0.363	0.0	1.0	1.0	0.91	0.0	0.0	0.555	0.0	1.0	1.0	0.739	0.0	0.0	0.291	0.0	1.0	1.0	0.769	0.0	0.0	0.444	0.0
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	ENSG00000197467		False	False	False	curated	True	1.0	1.0	0.889	0.0	0.0	0.555	0.0	1.0	1.0	0.919	0.0	0.0	0.534	0.0	1.0	1.0	0.88	0.0	0.0	0.555	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.859	0.0	0.0	0.556	0.0	1.0	1.0	0.919	0.0	0.0	0.555	0.0	0.534	0.949	0.406	0.0	0.0	0.03	0.0
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	0.0	0.103	0.111	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.102	1.0	1.0	1.0	0.0	0.0	1.0	0.363	1.0	1.0	1.0	0.0	0.0	1.0	0.18	1.0	1.0	1.0	0.0	0.0	1.0	0.141	1.0	1.0	1.0	0.0	0.0	1.0	0.282	0.94	1.0	0.808	0.0	0.0	0.718	0.0
CPI-SC09DE07794	COL22A1_a2b1 complex	simple:Q8NFW1	complex:a2b1 complex	ENSG00000169436		True	False	False	curated	True	1.0	1.0	0.919	0.0	0.0	0.534	0.0	1.0	1.0	0.919	0.0	0.0	0.585	0.0	0.889	1.0	0.436	0.0	0.0	0.06	0.0	1.0	1.0	0.679	0.0	0.0	0.351	0.0	1.0	1.0	0.889	0.0	0.0	0.475	0.0	1.0	1.0	0.91	0.0	0.0	0.534	0.0	1.0	1.0	0.889	0.0	0.0	0.586	0.0
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	ENSG00000065618		True	False	False	curated	True	1.0	1.0	0.859	0.0	0.0	0.534	0.0	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.829	0.0	0.0	0.402	0.0	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.889	0.0	0.0	0.504	0.0	1.0	1.0	0.859	0.0	0.0	0.504	0.0	1.0	1.0	0.889	0.0	0.0	0.564	0.0
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	ENSG00000135862		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.97	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.342	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	0.465	0.838	0.384	0.0	0.0	0.03	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.21	1.0	1.0	1.0	0.0	0.0	1.0	0.505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.585	1.0	1.0	1.0	0.414	0.738	1.0	1.0
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.646	1.0	1.0	1.0	1.0	1.0	1.0	0.402	1.0	1.0	1.0	1.0	1.0	1.0	0.88	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.171	0.231	0.222	1.0	0.222	0.171	0.06	0.97	0.97	0.97	1.0	0.97	1.0	0.627	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.303	1.0	1.0	1.0	1.0	1.0	1.0	0.594	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.867	0.97	0.897	1.0	0.867	0.888	0.333	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0EC380922	F2_aVb3 complex	simple:P00734	complex:aVb3 complex	ENSG00000180210		True	False	False	curated	True	0.03	0.454	0.324	1.0	0.264	0.303	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.97	1.0	1.0	1.0	1.0	1.0	0.0	0.978	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.97	1.0	1.0	1.0	1.0	1.0	0.0	0.948	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	ENSG00000109072		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.03	0.0	1.0	0.0	0.0	0.0	0.03	0.03	0.06	1.0	0.03	0.03	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	0.97	1.0	1.0	1.0	1.0	1.0	0.0	0.858	0.889	0.919	1.0	0.897	0.94	0.0	0.858	1.0	1.0	1.0	1.0	1.0	0.0	0.03	0.06	0.153	1.0	0.111	0.111	0.0	0.0	0.0	0.081	1.0	0.03	0.0	0.0	0.91	1.0	1.0	1.0	1.0	1.0	0.0	0.081	0.111	0.174	1.0	0.141	0.141	0.0
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	ENSG00000118785		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.334	0.334	0.346	1.0	0.304	0.415	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.18	0.21	0.21	1.0	0.18	0.24	0.15	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.667	0.697	0.688	1.0	0.667	0.667	0.385
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	ENSG00000113578		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	ENSG00000154096		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.97	1.0	1.0	1.0	1.0	0.0	0.919	0.889	0.91	1.0	0.91	0.949	0.09	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	ENSG00000110799		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.949	1.0	1.0	1.0	0.949	0.919	0.0	0.978	1.0	1.0	1.0	1.0	1.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	0.18	0.978	1.0	1.0	1.0	1.0	1.0	0.06	0.94	1.0	1.0	1.0	1.0	1.0	0.03	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	ENSG00000087245		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.97	0.97	0.97	1.0	0.97	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.282	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.837	0.919	0.888	1.0	0.867	0.918	0.222	1.0	1.0	1.0	1.0	1.0	1.0	0.183	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	ENSG00000041982		True	False	False	curated	True	0.97	1.0	1.0	1.0	0.97	1.0	0.0	0.97	1.0	1.0	1.0	1.0	1.0	0.0	0.786	0.94	0.688	1.0	0.717	0.687	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.928	0.979	0.97	1.0	0.97	0.868	0.0	0.0	0.021	0.03	1.0	0.03	0.0	0.0
CPI-SC06525B099	L1CAM_aVb3 complex	simple:P32004	complex:aVb3 complex	ENSG00000198910		False	False	False	curated	True	0.03	0.232	0.264	1.0	0.243	0.303	0.0	0.97	0.97	0.94	1.0	0.94	0.94	0.0	0.97	1.0	1.0	1.0	0.97	0.97	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.12	0.171	0.273	1.0	0.201	0.162	0.0	0.907	0.979	0.949	1.0	0.928	0.949	0.0
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	ENSG00000011422		True	True	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.06	1.0	1.0	1.0	1.0	1.0	1.0	0.624	0.627	0.649	0.627	1.0	0.627	0.627	0.021	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.375	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0EFCE145F	OMD_aVb3 complex	simple:Q99983	complex:aVb3 complex	ENSG00000127083		True	False	False	curated	True	0.252	0.445	0.538	1.0	0.414	0.495	0.0	0.486	0.628	0.577	1.0	0.546	0.567	0.0	0.723	0.865	0.847	1.0	0.765	0.744	0.021	0.505	0.565	0.577	1.0	0.607	0.565	0.0	0.685	0.787	0.787	1.0	0.796	0.736	0.051	0.735	0.786	0.735	1.0	0.765	0.777	0.0	0.786	0.838	0.88	1.0	0.94	0.868	0.12
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	1.0	0.03	0.0	1.0	1.0	0.97	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.253	0.193	1.0	1.0	0.0	0.09	0.06	0.0	0.0	0.12	0.09	0.171	0.342	0.312	0.0	0.0	0.462	0.282	0.97	1.0	1.0	0.102	0.042	1.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.03	0.03	0.0	0.0	0.06	0.06	0.03	0.09	0.06	0.0	0.0	0.12	0.06	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	ENSG00000053747		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.15	0.756	0.547	0.0	0.0	0.808	0.658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	0.829	1.0	1.0	1.0	0.081	1.0	0.97	0.657	1.0	1.0	1.0	0.051	1.0	1.0	0.88	1.0	1.0	1.0	0.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.201	0.06	0.291	0.342	0.282	0.0	1.0	0.97	0.606	1.0	0.97	0.97	0.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
