id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	ENSG00000163359		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.748	0.0	1.0	1.0	1.0	0.0	0.0	0.646	0.0	1.0	1.0	0.97	0.0	0.0	0.679	0.0	1.0	1.0	0.97	0.0	0.0	0.556	0.0	1.0	1.0	1.0	0.0	0.0	0.697	0.0	1.0	1.0	0.97	0.0	0.0	0.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	ENSG00000112280		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	ENSG00000130635		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.616	0.0	1.0	1.0	0.97	0.0	0.0	0.454	0.0	1.0	1.0	0.97	0.0	0.0	0.658	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.475	0.0	1.0	1.0	0.97	0.0	0.0	0.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	ENSG00000171812		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	ENSG00000080573		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.021	0.111	0.0	0.0	0.0	0.0
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	ENSG00000144810		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.616	0.0	1.0	1.0	0.97	0.0	0.0	0.424	0.0	1.0	1.0	0.97	0.0	0.0	0.475	0.0	1.0	1.0	0.97	0.0	0.0	0.445	0.0	1.0	1.0	1.0	0.0	0.0	0.505	0.0	1.0	1.0	0.97	0.0	0.0	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	ENSG00000204291		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.667	0.0	1.0	1.0	0.97	0.0	0.0	0.514	0.0	1.0	1.0	0.97	0.0	0.0	0.688	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	ENSG00000182871		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	ENSG00000081052		True	False	False	curated	True	1.0	1.0	0.91	0.0	0.0	0.141	0.0	1.0	1.0	1.0	0.0	0.0	0.718	0.0	1.0	1.0	0.97	0.0	0.0	0.556	0.0	1.0	1.0	0.94	0.0	0.0	0.304	0.0	1.0	1.0	1.0	0.0	0.0	0.616	0.0	1.0	1.0	1.0	0.0	0.0	0.736	0.0	1.0	1.0	1.0	0.0	0.0	0.406	0.0
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	ENSG00000169031		True	False	False	curated	True	1.0	1.0	0.94	0.0	0.0	0.193	0.0	1.0	1.0	0.97	0.0	0.0	0.625	0.0	1.0	1.0	0.97	0.0	0.0	0.517	0.0	1.0	1.0	0.94	0.0	0.0	0.433	0.0	1.0	1.0	0.97	0.0	0.0	0.436	0.0	1.0	1.0	1.0	0.0	0.0	0.397	0.0	1.0	1.0	0.94	0.0	0.0	0.385	0.0
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	ENSG00000114270		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.334	0.0	1.0	1.0	0.97	0.0	0.0	0.304	0.0	1.0	1.0	0.97	0.0	0.0	0.586	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.304	0.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
CPI-SC03C093767	COL10A1_a2b1 complex	simple:Q03692	complex:a2b1 complex	ENSG00000123500		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.274	0.0	1.0	1.0	0.97	0.0	0.0	0.274	0.0	1.0	1.0	0.97	0.0	0.0	0.295	0.0	1.0	1.0	0.97	0.0	0.0	0.274	0.0	1.0	1.0	0.97	0.0	0.0	0.283	0.0	1.0	1.0	0.88	0.0	0.0	0.112	0.0
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	ENSG00000187955		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.534	1.0	0.526	0.0	0.0	0.0	0.0
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	ENSG00000084636		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.384	0.94	0.556	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	ENSG00000197565		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC01F1F24AA	COL9A3_a2b1 complex	simple:Q14050	complex:a2b1 complex	ENSG00000092758		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	1.0	1.0	0.94	0.0	0.0	0.141	0.0	1.0	1.0	0.97	0.0	0.0	0.718	0.0	1.0	1.0	1.0	0.0	0.0	0.979	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.496	0.0	0.513	0.928	0.526	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.949	0.0
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	ENSG00000215018		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	1.0	1.0	0.97	0.0	0.0	0.454	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.304	0.0	1.0	1.0	0.97	0.0	0.0	0.283	0.0
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	ENSG00000197467		False	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.334	0.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	1.0	1.0	0.94	0.0	0.0	0.163	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	1.0	1.0	0.97	0.0	0.0	0.364	0.0	0.06	0.787	0.342	0.0	0.0	0.0	0.0
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	ENSG00000196739		True	False	False	curated	True	0.0	0.021	0.141	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.021	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.769	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.372	0.706	0.372	0.0	0.0	0.111	0.0
CPI-SC09DE07794	COL22A1_a2b1 complex	simple:Q8NFW1	complex:a2b1 complex	ENSG00000169436		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.97	0.0	0.0	0.364	0.0	1.0	1.0	0.88	0.0	0.0	0.12	0.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	1.0	1.0	0.97	0.0	0.0	0.274	0.0	1.0	1.0	0.97	0.0	0.0	0.313	0.0	1.0	1.0	0.97	0.0	0.0	0.283	0.0
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	ENSG00000111799		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	ENSG00000065618		True	False	False	curated	True	1.0	1.0	0.97	0.0	0.0	0.274	0.0	1.0	1.0	0.97	0.0	0.0	0.283	0.0	1.0	1.0	0.97	0.0	0.0	0.283	0.0	1.0	1.0	0.97	0.0	0.0	0.334	0.0	1.0	1.0	0.97	0.0	0.0	0.253	0.0	1.0	1.0	0.94	0.0	0.0	0.253	0.0	1.0	1.0	1.0	0.0	0.0	0.313	0.0
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	ENSG00000135862		True	False	False	curated	True	1.0	1.0	1.0	0.0	0.0	0.889	0.0	1.0	1.0	1.0	0.0	0.0	0.97	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.03	0.06	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847	0.94	0.757	0.0	0.0	0.373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	ENSG00000039068		False	False	False	curated	True	0.97	1.0	0.889	0.0	0.0	0.171	0.0	1.0	1.0	1.0	0.0	0.0	0.97	0.0	0.94	1.0	0.91	0.021	0.0	0.82	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.787	0.435	1.0	0.799
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.829	0.748	0.688	1.0	0.718	0.889	0.0	0.88	0.88	0.85	1.0	0.88	0.88	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.06	0.06	0.06	1.0	0.06	0.06	0.0	0.949	0.949	0.889	1.0	0.919	0.949	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.555	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.412	0.352	0.292	1.0	0.322	0.373	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0EC380922	F2_aVb3 complex	simple:P00734	complex:aVb3 complex	ENSG00000180210		True	False	False	curated	True	0.97	0.265	0.081	1.0	0.261	0.717	0.0	1.0	0.739	0.162	1.0	0.513	0.97	0.0	1.0	0.808	0.183	1.0	0.484	1.0	0.0	1.0	0.778	0.234	1.0	0.483	1.0	0.0	1.0	0.919	0.345	1.0	0.586	1.0	0.0	1.0	0.748	0.171	1.0	0.381	1.0	0.0	1.0	0.619	0.201	1.0	0.402	1.0	0.0
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	ENSG00000109072		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.09	0.09	0.06	1.0	0.06	0.09	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	1.0	1.0	0.726	1.0	1.0	1.0	0.0	1.0	0.97	0.436	1.0	0.919	1.0	0.0	1.0	0.82	0.456	1.0	0.837	1.0	0.0	1.0	0.808	0.423	1.0	0.595	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.949	0.718	1.0	0.889	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	ENSG00000118785		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.03	0.03	1.0	0.03	0.06	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.324	0.294	0.294	1.0	0.294	0.354	0.06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12	0.12	0.12	1.0	0.12	0.12	0.03
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	ENSG00000113578		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.132	0.081	0.03	1.0	0.09	0.405	0.0
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	ENSG00000154096		False	False	False	curated	True	1.0	1.0	0.615	1.0	0.979	1.0	0.0	0.97	0.859	0.427	1.0	0.748	0.919	0.0	0.435	0.405	0.204	1.0	0.363	0.435	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.829	1.0	1.0	1.0	0.0	1.0	1.0	0.717	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	ENSG00000110799		True	False	False	curated	True	1.0	0.94	0.525	1.0	0.91	1.0	0.0	0.88	0.496	0.141	1.0	0.453	0.799	0.0	0.97	0.667	0.324	1.0	0.564	0.919	0.0	0.979	0.475	0.201	1.0	0.342	0.837	0.0	1.0	0.97	0.546	1.0	0.709	1.0	0.0	1.0	0.919	0.355	1.0	0.646	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC02E74AFA5	MMP2_aVb3 complex	simple:P08253	complex:aVb3 complex	ENSG00000087245		True	False	False	curated	True	1.0	1.0	0.94	1.0	1.0	1.0	0.0	1.0	1.0	0.94	1.0	1.0	1.0	0.0	1.0	1.0	0.627	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.799	1.0	1.0	1.0	0.0	1.0	1.0	0.79	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	ENSG00000041982		True	False	False	curated	True	1.0	1.0	0.748	1.0	1.0	1.0	0.0	1.0	1.0	0.577	1.0	0.859	1.0	0.0	1.0	0.859	0.466	1.0	0.709	0.94	0.0	1.0	1.0	0.504	1.0	0.97	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.979	0.496	1.0	0.826	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC06525B099	L1CAM_aVb3 complex	simple:P32004	complex:aVb3 complex	ENSG00000198910		False	False	False	curated	True	0.244	0.081	0.0	1.0	0.03	0.354	0.0	1.0	0.808	0.363	1.0	0.645	0.897	0.0	0.979	0.847	0.435	1.0	0.877	0.928	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.06	0.0	0.0	1.0	0.0	0.111	0.0	0.889	0.727	0.474	1.0	0.736	0.859	0.0
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	ENSG00000011422		True	True	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.97	0.97	0.88	1.0	0.97	1.0	0.03	0.081	0.06	0.06	1.0	0.06	0.081	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.97	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SC0EFCE145F	OMD_aVb3 complex	simple:Q99983	complex:aVb3 complex	ENSG00000127083		True	False	False	curated	True	0.777	0.567	0.162	1.0	0.393	0.738	0.0	0.949	0.919	0.598	1.0	0.859	0.97	0.0	0.303	0.303	0.243	1.0	0.324	0.363	0.0	0.525	0.525	0.435	1.0	0.525	0.615	0.0	0.253	0.172	0.202	1.0	0.223	0.274	0.0	0.343	0.253	0.082	1.0	0.223	0.373	0.0	0.487	0.466	0.466	1.0	0.466	0.496	0.0
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	0.94	0.0	0.0	0.97	0.979	1.0	1.0	0.577	0.0	0.0	0.637	0.778	1.0	0.97	0.709	0.0	0.0	0.88	0.829	0.03	0.03	0.0	0.0	0.0	0.0	0.021	0.12	0.312	0.03	0.0	0.0	0.06	0.351	1.0	1.0	0.808	0.0	0.0	0.919	0.919	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	ENSG00000053747		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	1.0	1.0	0.828	1.0	1.0	1.0	0.264	0.778	0.799	0.193	0.859	1.0	0.637	0.051	0.88	0.91	0.585	0.94	0.94	0.85	0.333	0.0	0.0	0.0	0.051	0.03	0.0	0.0	0.06	0.06	0.03	0.15	0.12	0.06	0.0	0.979	0.97	0.624	0.97	1.0	0.85	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	ENSG00000118785		True	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.06	0.0	0.141	0.171	0.03	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.324	0.294	0.234	0.324	0.375	0.294	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.12	0.12	0.09	0.141	0.18	0.12	0.03
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	ENSG00000041982		True	False	False	curated	True	1.0	1.0	0.06	1.0	1.0	0.577	0.051	1.0	0.91	0.03	0.97	1.0	0.466	0.051	0.82	0.91	0.09	0.979	1.0	0.394	0.051	0.979	0.94	0.06	0.979	1.0	0.496	0.051	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.919	0.919	0.06	0.949	1.0	0.535	0.051	0.0	0.0	0.0	0.0	0.03	0.0	0.0
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	ENSG00000011422		True	True	False	curated	True	1.0	1.0	0.453	1.0	1.0	1.0	0.072	1.0	1.0	0.97	1.0	1.0	1.0	0.456	0.97	0.97	0.535	1.0	1.0	0.838	0.286	0.06	0.081	0.0	0.111	0.081	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.718	1.0	1.0	0.91	0.303	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	ENSG00000162692		False	False	False	curated	True	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.829	0.88	0.03	0.889	1.0	0.355	0.051	0.576	0.667	0.0	0.786	1.0	0.304	0.051	0.618	0.628	0.0	0.829	1.0	0.265	0.072	0.441	0.462	0.03	0.726	1.0	0.283	0.051	0.585	0.598	0.03	0.747	1.0	0.394	0.051	0.411	0.373	0.0	0.739	0.898	0.343	0.051	0.0	0.0	0.0	0.09	0.09	0.0	0.0
