id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ENSG00000178568	ENSG00000169752	True	True	False	curated	False	0.265				0.004							0.003				0.004	0.004	0.004	0.007	0.004	0.004	0.004				0.003							0.004							0.004							0.003			
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	0.265		0.006							0.006							0.006							0.006							0.006							0.006						0.009	0.011	0.008	0.008	0.008	0.008	0.008
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	ENSG00000148400	ENSG00000128917	False	True	False	curated	False	0.265																								0.001			0.001	0.001	0.001	0.001	0.001			0.001	0.002								0.002	0.001	0.002			0.002	0.002
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	ENSG00000232810	ENSG00000137275	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.265							0.002							0.002						0.001	0.002	0.002	0.002		0.002	0.002	0.002	0.002						0.001	0.002							0.002							
CPI-SC02F06FF62	COL8A1_a1b1 complex	simple:P27658	complex:a1b1 complex	ENSG00000144810		True	False	False	curated	True	0.265							0.012							0.012							0.012							0.012							0.012							0.012	0.006	0.006	0.005	0.005	0.006	0.007	0.017
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	ENSG00000154721		False	False	False	curated	True	0.265							0.001							0.001							0.001							0.001							0.001							0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	ENSG00000137101	ENSG00000187764	False	False	True	curated	False	0.265		0.003	0.004						0.004	0.005		0.003	0.003			0.004	0.005			0.003											0.003						0.003	0.004							0.004				
CPI-SC02AE206BE	COL6A3_a1b1 complex	simple:P12111	complex:a1b1 complex	ENSG00000163359		True	False	False	curated	True	0.265							0.012							0.012							0.012							0.012							0.012							0.012	0.016	0.016	0.015	0.015	0.016	0.017	0.027
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	ENSG00000187498		True	False	False	curated	True	0.265							0.012							0.012							0.012							0.012							0.013							0.012	0.018	0.017	0.017	0.017	0.017	0.018	0.028
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	ENSG00000204262		True	False	False	curated	True	0.265							0.012							0.012							0.012							0.012							0.012							0.012	0.01	0.01	0.009	0.009	0.01	0.01	0.021
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	ENSG00000108821		True	False	False	curated	True	0.265																									0.007	0.008		0.005				0.006	0.008		0.005								0.023	0.022	0.023	0.028	0.029	0.023	0.026
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	0.265																								0.003				0.003	0.003		0.003			0.003	0.003								0.016	0.016	0.016	0.016	0.016	0.016	0.016
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.265				0.003	0.004						0.002	0.003							0.003							0.003							0.003						0.003	0.004		0.002				0.003	0.004		0.003
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		ENSG00000104432	True	True	False	curated	False	0.265			0.001							0.001							0.001							0.001							0.001							0.001					0.001	0.001	0.002	0.002	0.002	0.001	0.001
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	ENSG00000112715	ENSG00000102755	True	False	True	curated	False	0.265							0.007	0.006	0.006	0.006	0.006	0.006	0.006	0.009							0.006							0.006							0.005							0.005							0.005
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		ENSG00000137033	True	True	False	curated	False	0.265							0.001							0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001							0.001							0.001							0.001							0.001
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	ENSG00000087494	ENSG00000144407	True	False	True	guidetopharmacology.org	False	0.265			0.001							0.001							0.001					0.001	0.001	0.002		0.001	0.001			0.0	0.001		0.0					0.001							0.001				
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.265			0.001																					0.001					0.001	0.001	0.001							0.001					0.001	0.001	0.002	0.001	0.001	0.001	0.001
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		ENSG00000173511	True	True	False	curated	False	0.265						0.002			0.002				0.002							0.002														0.002							0.002		0.004	0.004	0.004	0.003	0.003	0.005	0.003
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		ENSG00000125845	True	True	False	curated	False	0.265				0.003	0.004						0.002	0.003							0.003							0.003							0.003						0.003	0.004		0.002				0.003	0.004		0.003
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	ENSG00000116106	ENSG00000090776	False	True	False	curated	False	0.265				0.002	0.002		0.001				0.001	0.002						0.001	0.002													0.001	0.002							0.002						0.002	0.003		0.001
CPI-SS04640F9C3	TFF1_FGFR2	simple:P04155	simple:P21802	ENSG00000160182	ENSG00000066468	True	False	True	IMEx,InnateDB-All,MINT	False	0.265					0.002							0.002							0.002							0.002			0.001	0.001	0.001	0.001	0.003	0.001	0.001					0.002							0.002		
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.265							0.003							0.003							0.003							0.004	0.002	0.002	0.002		0.002	0.002	0.004							0.003						0.003	0.004
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	ENSG00000084636		True	False	False	curated	True	0.265																													0.001	0.001	0.001		0.001	0.001	0.001								0.003	0.003	0.002	0.003	0.002	0.003	0.003
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		ENSG00000153162	True	True	False	curated	False	0.265							0.003							0.003							0.003							0.004	0.002	0.002	0.002		0.002	0.002	0.004							0.003						0.003	0.004
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	ENSG00000072274	ENSG00000102524	True	True	False	IMEx,IntAct	False	0.286								0.005	0.005	0.005	0.005	0.005	0.005	0.005															0.006	0.006	0.006	0.006	0.006	0.006	0.006														
CPI-SS0FBC9234C	TNF_PTPRS	simple:P01375	simple:Q13332	ENSG00000232810	ENSG00000105426	True	False	True	InnateDB-All	False	0.286		0.006					0.006		0.006					0.006		0.006					0.006		0.007					0.007		0.006					0.006		0.006					0.006		0.006					0.006
CPI-SS01E0F2D2C	NECTIN1_NECTIN4	simple:Q15223	simple:Q96NY8	ENSG00000110400	ENSG00000143217	True	True	True	curated	False	0.286				0.004	0.006						0.004	0.005						0.004	0.005						0.003	0.005						0.004	0.005						0.005	0.006						0.003	0.004		
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	0.286								0.013	0.016	0.014	0.014	0.013	0.012	0.013	0.011	0.014	0.012	0.012	0.011	0.011	0.011																												
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	ENSG00000148400	ENSG00000184916	False	True	False	curated	False	0.286																								0.001				0.001	0.001	0.001	0.001			0.001	0.001								0.001	0.001	0.002	0.001	0.001	0.001	0.002
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	ENSG00000074181	ENSG00000184916	False	True	False	curated	False	0.286																													0.002	0.002	0.002	0.002	0.001	0.002	0.002								0.007	0.007	0.007	0.007	0.007	0.007	0.007
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	ENSG00000148400	ENSG00000101384	False	True	False	curated	False	0.286																									0.002	0.004		0.004				0.002	0.004	0.001	0.004								0.002	0.002	0.002	0.003	0.005	0.002	0.005
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	ENSG00000204525	ENSG00000196937	True	True	False	InnateDB-All	False	0.286	0.007	0.007	0.007	0.007	0.008	0.007	0.007																						0.009	0.009	0.009	0.009	0.009	0.009	0.009														
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	ENSG00000073008	ENSG00000181847	True	True	False	curated	False	0.286	0.001	0.001	0.001	0.001	0.001	0.001	0.001																													0.002	0.002	0.002	0.001	0.001	0.002	0.002							
CPI-SS02928C71A	PDGFB_LRP1	simple:P01127	simple:Q07954	ENSG00000100311	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.286						0.001	0.005						0.001	0.005						0.001	0.005								0.001					0.002	0.006						0.001	0.005	0.001					0.002	0.006
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	ENSG00000118785		True	False	False	curated	True	0.286								0.004	0.004	0.004	0.003	0.003	0.004	0.004															0.021	0.021	0.021	0.021	0.021	0.021	0.022														
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	ENSG00000110492	ENSG00000123384	True	False	True	I2D,InnateDB-All	False	0.286	0.003	0.003				0.004	0.008							0.006	0.003	0.003				0.004	0.008							0.008							0.007						0.004	0.008							0.006
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	ENSG00000146648	ENSG00000242689	True	True	False	InnateDB-All	False	0.286																						0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003														
CPI-SS0A8627ED6	PVR_CD226	simple:P15151	simple:Q15762	ENSG00000073008	ENSG00000150637	True	True	True	curated	False	0.286	0.001	0.001	0.001	0.001	0.001	0.001	0.001																													0.001	0.001	0.002	0.002	0.001	0.002	0.001							
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	ENSG00000146648	ENSG00000240972	True	True	False	IMEx,InnateDB-All	False	0.286																						0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.004	0.003	0.004	0.003	0.003	0.003														
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	ENSG00000019582	ENSG00000240972	True	True	False	I2D,InnateDB-All	False	0.286																						0.007	0.007	0.007	0.007	0.007	0.007	0.007	0.01	0.011	0.01	0.011	0.01	0.01	0.01														
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	ENSG00000146648	ENSG00000030582	True	True	False	InnateDB-All	False	0.286																						0.01	0.009	0.008		0.008	0.009	0.01	0.011	0.009	0.009		0.009	0.009	0.01	0.007							0.007						
CPI-SS0A5DF05C0	TIGIT_NECTIN2	simple:Q495A1	simple:Q92692	ENSG00000181847	ENSG00000130202	False	False	True	curated	False	0.286				0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004		
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ENSG00000065361	ENSG00000174808	True	True	False	curated	False	0.286		0.001					0.002															0.005	0.005	0.005	0.005		0.005	0.006	0.004	0.005	0.004	0.004		0.004	0.005														
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	ENSG00000101017	ENSG00000102524	True	True	False	I2D,InnateDB	False	0.286	0.001														0.001			0.001											0.002	0.002	0.002	0.002	0.001	0.002	0.002								0.002		0.002	0.002		0.001	
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	ENSG00000070193	ENSG00000077782	True	False	True	InnateDB-All	False	0.286	0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011	
CPI-SS0F2C6A4D4	FGF18_FGFR1	simple:O76093	simple:P11362	ENSG00000156427	ENSG00000077782	True	False	True	I2D	False	0.286	0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011	
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ENSG00000090339	ENSG00000005844	False	True	True	curated	False	0.286																						0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.003														
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	ENSG00000138685	ENSG00000077782	True	False	True	curated	False	0.286	0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.006					0.011		0.007					0.012	
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	ENSG00000115414		True	False	False	curated	True	0.286							0.002							0.002														0.004	0.002	0.002	0.002		0.002		0.003								0.015	0.016	0.016		0.015	0.015	0.017
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	0.286		0.004	0.004						0.005	0.004						0.005	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.006	0.005				
CPI-SS0E292C126	KLRB1_CLEC2D	simple:Q12918	simple:Q9UHP7	ENSG00000111796	ENSG00000069493	False	True	True	curated	False	0.286					0.0		0.0					0.0		0.0					0.0		0.0					0.0		0.0					0.0		0.0					0.0		0.0					0.0		0.0
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	ENSG00000118785		True	False	False	curated	True	0.286								0.004	0.003	0.004	0.003	0.004	0.004	0.004															0.021	0.021	0.021	0.021	0.021	0.021	0.021														
CPI-SS066347638	FGF5_FGFR4	simple:P12034	simple:P22455	ENSG00000138675	ENSG00000160867	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.286	0.001				0.002			0.001				0.002			0.001				0.002			0.001				0.002			0.001				0.002			0.001				0.002			0.001				0.002		
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	ENSG00000138685	ENSG00000160867	True	False	True	curated	False	0.286					0.002							0.002							0.002							0.002			0.001				0.002							0.002			0.002	0.001	0.001	0.002	0.003	0.001	0.001
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	ENSG00000150637	ENSG00000130202	False	True	True	curated	False	0.286				0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004						0.004	0.004		
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	ENSG00000134871		True	False	False	curated	True	0.286																												0.012	0.004	0.003		0.003	0.003	0.004	0.014								0.014	0.014	0.013	0.013	0.014	0.015	0.025
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	0.286		0.004	0.004						0.005	0.004						0.004	0.004						0.005	0.004						0.006	0.005						0.005	0.004						0.005	0.004				
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	ENSG00000041982		True	False	False	curated	True	0.286																													0.001	0.001	0.001	0.001	0.001	0.001	0.001								0.001	0.001	0.001	0.001	0.001	0.001	0.001
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	ENSG00000073008	ENSG00000153283	True	True	True	curated	False	0.286	0.001	0.001	0.001	0.001	0.001	0.001	0.001																													0.001	0.001	0.001	0.001	0.001	0.001	0.001							
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ENSG00000144648	ENSG00000151882	True	True	False	I2D	False	0.286				0.004	0.004						0.003	0.004						0.004	0.005						0.004	0.004						0.004	0.004						0.003	0.004						0.004	0.004		
CPI-SS059EEFDC6	MIF_TNFRSF10D	simple:P14174	simple:Q9UBN6	ENSG00000240972	ENSG00000173530	True	False	True	I2D,IntAct	False	0.286					0.002		0.001					0.002		0.001					0.002		0.001					0.002		0.001					0.002		0.001					0.002		0.001					0.002		0.001
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	ENSG00000182871		True	False	False	curated	True	0.286																													0.004	0.004	0.003	0.004	0.003	0.004	0.004								0.004	0.004	0.004	0.004	0.004	0.004	0.005
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	ENSG00000077782	ENSG00000140285	True	True	False	I2D	False	0.286	0.006	0.006	0.006	0.006	0.006	0.006	0.006																													0.011	0.011	0.011	0.011	0.011	0.011	0.011							
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	ENSG00000124882	ENSG00000146648	True	False	True	curated	False	0.286				0.003	0.003						0.003	0.003						0.003	0.003						0.003	0.003						0.003	0.003						0.003	0.003						0.003	0.003		
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	ENSG00000161955	ENSG00000157873	True	False	True	I2D,InnateDB-All	False	0.286						0.001	0.002							0.002							0.002	0.001	0.001	0.001			0.001	0.002		0.001				0.001	0.002							0.002							0.002
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	ENSG00000077782	ENSG00000138675	True	True	False	I2D,InnateDB-All	False	0.286	0.006	0.006	0.006	0.006	0.006	0.006	0.006																													0.011	0.011	0.011	0.011	0.011	0.011	0.011							
CPI-SS03EACE0E0	MST1_MST1R	simple:P26927	simple:Q04912	ENSG00000173531	ENSG00000164078	True	False	True	curated	False	0.286				0.001	0.001						0.001	0.001						0.001	0.001						0.001	0.001						0.001	0.001						0.001	0.001						0.001	0.001		
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	ENSG00000169242	ENSG00000116106	True	False	True	curated	False	0.286	0.002																					0.008	0.007	0.007		0.007	0.007	0.008	0.007	0.006	0.006		0.006	0.006	0.007														0.004
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	0.286																													0.003	0.003	0.003	0.004	0.004	0.004	0.003	0.005	0.005	0.005	0.005	0.005	0.005	0.005							
CPI-SS073811AB3	TNFRSF11B_TNFSF11	simple:O00300	simple:O14788	ENSG00000164761	ENSG00000120659	True	False	True	curated	False	0.286																													0.002	0.002	0.002	0.003	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002							
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	ENSG00000134871		True	False	False	curated	True	0.286																													0.003	0.003	0.003	0.003	0.003	0.003	0.003								0.013	0.013	0.013	0.013	0.013	0.013	0.013
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	ENSG00000142156		True	False	False	curated	True	0.286																																				0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.009	0.009	0.009	0.009	0.009	0.01	0.01
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	ENSG00000133216	ENSG00000090776	False	True	False	curated	False	0.286				0.001	0.002						0.001	0.002						0.001	0.002							0.002						0.003	0.004		0.003				0.001	0.002						0.001	0.002		
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	ENSG00000170075	ENSG00000197746	True	True	False	guidetopharmacology.org	False	0.286		0.013					0.013		0.013					0.013		0.013					0.013		0.013					0.013		0.013					0.014		0.013					0.013		0.013					0.013
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	ENSG00000101384	ENSG00000074181	False	False	True	curated	False	0.286					0.002		0.007					0.002		0.007					0.002		0.007					0.003		0.008					0.005		0.01					0.002		0.008					0.005		0.01
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	ENSG00000079385	ENSG00000086548	True	False	False	curated	False	0.286				0.005	0.009						0.004	0.008						0.005	0.009						0.005	0.009						0.004	0.008						0.004	0.008						0.004	0.008		
CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	ENSG00000105388	ENSG00000086548	False	False	False	curated	False	0.286				0.003	0.007						0.003	0.007						0.003	0.007						0.003	0.007						0.004	0.008						0.003	0.007						0.003	0.007		
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	ENSG00000120889	ENSG00000121858	True	True	False	curated	False	0.286																						0.005		0.004	0.006	0.012			0.007	0.004	0.006	0.009	0.014	0.004	0.004								0.005			0.006	0.012		
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	ENSG00000181634	ENSG00000215788	True	False	True	guidetopharmacology.org	False	0.286																													0.002	0.002	0.002	0.002	0.002	0.002	0.002								0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-SS0AD0ED887	TNFRSF11B_TNFSF10	simple:O00300	simple:P50591	ENSG00000164761	ENSG00000121858	True	False	False	curated	False	0.286					0.01						0.005	0.01						0.005	0.01										0.005		0.004	0.007	0.012			0.005		0.004	0.006	0.012							0.01		
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	ENSG00000232810	ENSG00000028137	True	False	True	curated	False	0.306			0.001							0.001							0.001				0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001			0.001			0.0	0.001			0.001											
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	ENSG00000182871		True	False	False	curated	True	0.306																												0.011	0.005	0.004	0.003	0.004	0.004	0.005	0.015								0.005	0.005	0.004	0.004	0.005	0.006	0.016
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	ENSG00000169218	ENSG00000205213	True	False	True	guidetopharmacology.org	False	0.306				0.004	0.003						0.004	0.003						0.004	0.003						0.004	0.003						0.004	0.003						0.004	0.003				0.001		0.004	0.003		
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	ENSG00000116985	ENSG00000011422	True	False	True	InnateDB-All	False	0.306					0.006		0.007					0.006		0.007					0.005		0.007					0.006		0.008					0.005		0.007				0.004	0.006		0.008					0.006		0.007
CPI-SS0CCCF7C69	PLXNB1_SEMA4D	simple:O43157	simple:Q92854	ENSG00000164050	ENSG00000187764	True	True	True	curated	False	0.306		0.004	0.005							0.005						0.005	0.006			0.004										0.005	0.006			0.005		0.004	0.006	0.007	0.005	0.005	0.006								
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	ENSG00000011422		True	True	False	curated	True	0.306																												0.003	0.005	0.005	0.006	0.005	0.005	0.006	0.006								0.007	0.007	0.007	0.007	0.007	0.007	0.008
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	ENSG00000115414		True	False	False	curated	True	0.306					0.003		0.01					0.003		0.01					0.003		0.01					0.005		0.012					0.005		0.012					0.003		0.01				0.015	0.018		0.025
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	ENSG00000166147		True	False	False	curated	True	0.306					0.003		0.01					0.003		0.01					0.003		0.01					0.003		0.009					0.003		0.01					0.003		0.01				0.005	0.007		0.014
CPI-SC092C3E4DF	FN1_a8b1 complex	simple:P02751	complex:a8b1 complex	ENSG00000115414		True	False	False	curated	True	0.306																												0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.003								0.015	0.015	0.015	0.015	0.015	0.015	0.016
CPI-SS06B86672A	CD44_FGFR2	simple:P16070	simple:P21802	ENSG00000026508	ENSG00000066468	True	True	True	InnateDB-All	False	0.306																						0.025	0.025	0.025	0.025	0.027	0.025	0.025	0.022	0.022	0.022	0.022	0.024	0.022	0.022					0.01									
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		ENSG00000107779	False	True	True	curated	False	0.306																													0.002	0.002			0.002	0.003	0.003	0.002					0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.004
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	ENSG00000169242	ENSG00000044524	True	False	True	curated	False	0.306							0.003															0.007	0.007	0.007		0.007	0.007	0.008	0.006	0.006	0.006		0.006	0.006	0.007							0.002							0.004
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	ENSG00000134250	ENSG00000128917	False	True	False	curated	False	0.306																						0.002	0.002	0.003			0.003	0.003	0.005	0.005	0.005			0.005	0.006								0.005	0.004	0.005			0.005	0.005
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ENSG00000090339	ENSG00000197471	False	True	False	curated	False	0.306																						0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.003										0.001				
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	ENSG00000158458	ENSG00000065361	True	False	True	curated	False	0.327	0.001			0.005	0.004			0.001			0.005	0.004			0.001			0.005	0.004													0.005	0.004			0.001			0.005	0.004						0.005	0.004		
CPI-SS02EBC1BB0	TNF_NOTCH1	simple:P01375	simple:P46531	ENSG00000232810	ENSG00000148400	True	False	True	I2D	False	0.327					0.0		0.001					0.0		0.001				0.0	0.001		0.001				0.001	0.001		0.002				0.001	0.001		0.002					0.0		0.001							0.001
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	ENSG00000041982		True	False	False	curated	True	0.327				0.005	0.006						0.005	0.006						0.005	0.006						0.005	0.005			0.001			0.006	0.006	0.001					0.005	0.006						0.006	0.006		
CPI-SS0FEEB187C	PDGFB_PDGFRA	simple:P01127	simple:P16234	ENSG00000100311	ENSG00000134853	True	False	True	curated	False	0.327							0.002							0.002							0.002								0.001	0.001	0.001		0.001	0.001	0.002							0.002	0.001	0.001	0.001		0.001	0.001	0.002
